id,company,website,hq_city,hq_country,ca_office_city,source_list,employees_total,employees_canada,funding,stage,healthcare_vertical,hostable_space,ca_marketing_contact,sales_motion,category_stake,runs_own_events,sponsors_health_events,trigger,needs_demo,status,note,last_enriched,evidence
scaleup-10,Novari Health,,,Canada,Kingston,cohost-targets A4,60,,venture,series-c-plus,yes,unknown,unknown,sales-led,conflicted,unknown,unknown,,yes,new,Founder signs in one call. Topic selection does real work.,,
scaleup-11,Myant,,,Canada,Mississauga,cohost-targets A4,200,,venture,series-c-plus,yes,unknown,unknown,sales-led,conflicted,unknown,unknown,,yes,new,Founder signs in one call. Topic selection does real work.,,https://www.investmississauga.ca/industries/life-sciences/medtech/
scaleup-12,Baylis Medical Technologies,,,Canada,Mississauga,cohost-targets A4,400,,venture,series-c-plus,yes,unknown,unknown,sales-led,conflicted,unknown,unknown,,yes,new,Founder signs in one call. Topic selection does real work.,,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-0,Boston Scientific Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-1,GE HealthCare Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-2,Roche Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-3,AstraZeneca Canada Ops,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-4,GSK Canada Ops,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-5,Amgen Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-6,Johnson & Johnson Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-7,Medtronic Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-8,Abbott Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-9,Stryker Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-10,Philips Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
medtech-11,Baxter Canada,,,unknown,Mississauga / GTA,cohost-targets A5,50000,,public,mature,yes,yes,unknown,sales-led,conflicted,unknown,unknown,,no,new,"Biggest budgets, slowest, highest stake. Advisory roundtable beats an open room.",,https://www.investmississauga.ca/industries/life-sciences/medtech/
misc-chatbase,Chatbase,,,unknown,Toronto,cohost-targets worked example,30,,bootstrapped,growth,no,no,"Head of partnerships, Toronto (observed, not sourced)",hybrid,orthogonal,unknown,unknown,,yes,new,~$10M ARR bootstrapped. Fails co-host on space. Partnerships function is a different buyer. See docs/13.,,https://www.crunchbase.com/organization/chatbase|https://chatarmin.com/en/blog/chatbase-pricing
