id,company,tier,best,score,city,titles,google,linkedin
scaleup-1,League,A,Meetup,70,Toronto,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22League%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22League%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
fin-4,MNP professional practice,A,Convening,70,Toronto,Healthcare Industry Lead · Head of Healthcare · Life Sciences · Field Marketing · Country Manager · General Manager · Strategic Partnerships,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22MNP%20professional%20practice%22%20%28%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22%20OR%20%22Field%20Marketing%22%20OR%20%22Country%20Manager%22%20OR%20%22General%20Manager%22%20OR%20%22Strategic%20Partnerships%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22MNP%20professional%20practice%22%20%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22&origin=GLOBAL_SEARCH_HEADER
fin-8,Manulife,A,Convening,70,Toronto,Healthcare Industry Lead · Head of Healthcare · Life Sciences · Field Marketing · Country Manager · General Manager · Strategic Partnerships,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Manulife%22%20%28%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22%20OR%20%22Field%20Marketing%22%20OR%20%22Country%20Manager%22%20OR%20%22General%20Manager%22%20OR%20%22Strategic%20Partnerships%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Manulife%22%20%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22&origin=GLOBAL_SEARCH_HEADER
dental-mfr-2,Nobel Biocare,A,Dinner,70,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Nobel%20Biocare%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Nobel%20Biocare%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
rehab-2,Noterro,A,Meetup,70,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Noterro%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Noterro%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
banner-1,Pharmasave,A,Dinner,70,Ontario,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Pharmasave%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Pharmasave%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
rehab-4,Practice Perfect,A,Meetup,70,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Practice%20Perfect%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Practice%20Perfect%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
fin-0,RBC Healthcare,A,Convening,70,Toronto,Healthcare Industry Lead · Head of Healthcare · Life Sciences · Field Marketing · Country Manager · General Manager · Strategic Partnerships,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22RBC%20Healthcare%22%20%28%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22%20OR%20%22Field%20Marketing%22%20OR%20%22Country%20Manager%22%20OR%20%22General%20Manager%22%20OR%20%22Strategic%20Partnerships%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22RBC%20Healthcare%22%20%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22&origin=GLOBAL_SEARCH_HEADER
banner-3,Shoppers Drug Mart / Loblaw,A,Dinner,70,Ontario,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Shoppers%20Drug%20Mart%20/%20Loblaw%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Shoppers%20Drug%20Mart%20/%20Loblaw%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-mfr-1,Straumann Canada,A,Dinner,70,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Straumann%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Straumann%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
fin-7,Sun Life,A,Convening,70,Toronto,Healthcare Industry Lead · Head of Healthcare · Life Sciences · Field Marketing · Country Manager · General Manager · Strategic Partnerships,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sun%20Life%22%20%28%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22%20OR%20%22Field%20Marketing%22%20OR%20%22Country%20Manager%22%20OR%20%22General%20Manager%22%20OR%20%22Strategic%20Partnerships%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Sun%20Life%22%20%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22&origin=GLOBAL_SEARCH_HEADER
fin-2,TD,A,Convening,70,Toronto,Healthcare Industry Lead · Head of Healthcare · Life Sciences · Field Marketing · Country Manager · General Manager · Strategic Partnerships,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22TD%22%20%28%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22%20OR%20%22Field%20Marketing%22%20OR%20%22Country%20Manager%22%20OR%20%22General%20Manager%22%20OR%20%22Strategic%20Partnerships%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22TD%22%20%22Healthcare%20Industry%20Lead%22%20OR%20%22Head%20of%20Healthcare%22%20OR%20%22Life%20Sciences%22&origin=GLOBAL_SEARCH_HEADER
scaleup-8,WELL Health,A,Meetup,70,Vancouver,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22WELL%20Health%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22WELL%20Health%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
banner-2,Whole Health Pharmacy Partners,A,Dinner,70,Ontario,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Whole%20Health%20Pharmacy%20Partners%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Whole%20Health%20Pharmacy%20Partners%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dso-0,dentalcorp,A,Dinner,65,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22dentalcorp%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22dentalcorp%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
poct-0,Abbott (ID NOW),B,Dinner,60,Mississauga,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Abbott%20%28ID%20NOW%29%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Abbott%20%28ID%20NOW%29%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
misc-chatbase,Chatbase,B,Meetup,60,Toronto,Founder · CEO · Head of Partnerships · Head of Growth · Demand Generation · Growth Marketing,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Chatbase%22%20%28%22Founder%22%20OR%20%22CEO%22%20OR%20%22Head%20of%20Partnerships%22%20OR%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Chatbase%22%20%22Founder%22%20OR%20%22CEO%22%20OR%20%22Head%20of%20Partnerships%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-4,Smilepass,B,Meetup,60,Toronto,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Smilepass%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Smilepass%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
pharm-telus,"TELUS Health (Kroll, PharmaClik Rx)",B,Meetup,60,Toronto,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22TELUS%20Health%20%28Kroll%2C%20PharmaClik%20Rx%29%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22TELUS%20Health%20%28Kroll%2C%20PharmaClik%20Rx%29%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-8,Abbott Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Abbott%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Abbott%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-5,Amgen Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Amgen%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Amgen%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-3,AstraZeneca Canada Ops,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AstraZeneca%20Canada%20Ops%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22AstraZeneca%20Canada%20Ops%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-11,Baxter Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Baxter%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Baxter%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-0,Boston Scientific Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Boston%20Scientific%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Boston%20Scientific%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-1,GE HealthCare Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22GE%20HealthCare%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22GE%20HealthCare%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-4,GSK Canada Ops,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22GSK%20Canada%20Ops%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22GSK%20Canada%20Ops%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-6,Johnson & Johnson Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Johnson%20%26%20Johnson%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Johnson%20%26%20Johnson%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-7,Medtronic Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Medtronic%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Medtronic%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-10,Philips Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Philips%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Philips%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-2,Roche Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Roche%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Roche%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
medtech-9,Stryker Canada,B,Dinner,55,Mississauga / GTA,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Stryker%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Stryker%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dso-1,123Dentist,B,Dinner,50,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22123Dentist%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22123Dentist%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dso-2,Altima Dental,B,Dinner,50,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Altima%20Dental%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Altima%20Dental%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-4,3Shape Canada,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%223Shape%20Canada%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%223Shape%20Canada%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-0,ABELDent,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22ABELDent%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22ABELDent%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
vax-5,AstraZeneca Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AstraZeneca%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22AstraZeneca%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
